1,1,0.00000000000000000000000000000000
2,1,0.00000000000000000000000000000000
3,3,0.00000000000000000000000000000000
4,5,0.00000000000000000000000000000000
5,9,0.00000000000000000000000000000000
6,15,0.00000000000000000000000000000000
7,25,0.00000000000000000000000000000000
8,41,0.00000000000000000000000000000000
9,67,0.00000000000000000000000000000000
10,109,0.00000000000000000000000000000000
11,177,0.00000000000000000000000000000000
12,287,0.00000000000000000000000000000000
13,465,0.00000000000000000000000000000000
14,753,0.00049996376037597656250000000000
15,1219,0.00000000000000000000000000000000
16,1973,0.00050091743469238281250000000000
17,3193,0.00100088119506835937500000000000
18,5167,0.00150108337402343750000000000000
19,8361,0.00200104713439941406250000000000
20,13529,0.00350093841552734375000000000000
21,21891,0.00600600242614746093750000000000
22,35421,0.00900506973266601562500000000000
23,57313,0.01501011848449707031250000000000
24,92735,0.02451705932617187500000000000000
25,150049,0.03902506828308105468750000000000
26,242785,0.06104063987731933593750000000000
27,392835,0.10006570816040039062500000000000
28,635621,0.16060566902160644531250000000000
29,1028457,0.25717067718505859375000000000000
30,1664079,0.43000221252441406250000000000000
31,2692537,0.67949748039245605468750000000000
32,4356617,1.09522509574890136718750000000000
33,7049155,1.87531638145446777343750000000000
34,11405773,2.96296310424804687500000000000000
35,18454929,4.67787003517150878906250000000000
36,29860703,7.55033183097839355468750000000000
37,48315633,12.20450949668884277343750000000000
38,78176337,19.70750331878662109375000000000000
39,126491971,31.99588418006896972656250000000000
40,204668309,51.46490931510925292968750000000000
